expressionRxns1,expressionRxns2,expressionRxns3
4.59167601203888,4.78640942492407,4.51008657427987
4.59167601203888,4.78640942492407,4.51008657427987
4.59167601203888,4.78640942492407,4.51008657427987
4.59167601203888,4.78640942492407,4.51008657427987
4.34639414270633,3.68839318665486,2.10582005482811
9.56636154418257,3.1815371732118,0.75926784728187
6.3692660029724,3.76612572056235,2.63694312199558
4.67357231047846,4.15844183544597,4.53341704481467
-1,-1,-1
-1,-1,-1
3.78864902187573,3.06887347416925,3.51345988152705
4.36655436420639,2.43157225960668,3.41260960608617
