gene_used1,gene_used2,gene_used3
8639,8639,26
,,
,,
,,
,,
,,
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
9963,9963,9963
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
6576,6576,6576
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
83884,83884,83884
1468,1468,1468
1468,1468,1468
60386,60386,60386
788,788,788
788,788,788
788,788,788
788,788,788
788,788,788
,,
64078,9154,64078
64078,9153,9153
7779,7779,7779
206358,206358,206358
54020,54020,54020
2542,2542,2542
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
215,215,215
215,215,215
215,215,215
215,215,215
4363,4363,4363
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6566,6566,6566
5825,5825,5825
5825,5825,5825
,,
8402,8402,8402
,,
8501,8501,8501
8501,8501,8501
8501,8501,8501
8501,8501,8501
8501,8501,8501
,,
,,
,,
,,
284111,284111,284111
9152,9152,9152
9497,9497,9497
115584,115584,115584
6575,6575,6574
142680,142680,142680
6534,6534,6534
170712,170712,170712
1622,1622,1622
1622,1622,1622
,,
,,
,,
,,
788,788,788
,,
,,
,,
1622,1622,1622
,,
1622,1622,1622
,,
1622,1622,1622
,,
,,
215,215,215
788,788,788
,,
,,
788,788,788
,,
788,788,788
788,788,788
,,
,,
788,788,788
788,788,788
,,
,,
,,
,,
788,788,788
11001,11001,11001
,,
215,225,225
,,
,,
,,
,,
,,
215,225,225
11000,28965,10999
,,
,,
,,
215,225,225
,,
788,788,788
1622,1622,1622
1622,1622,1622
1622,1622,1622
1622,1622,1622
1622,1622,1622
,,
1622,1622,1622
,,
,,
1622,1622,1622
1622,1622,1622
1622,1622,1622
,,
1622,1622,1622
1622,1622,1622
,,
,,
1622,1622,1622
,,
1622,1622,1622
,,
215,225,225
215,225,225
,,
11000,28965,10999
1622,1622,1622
788,788,788
,,
,,
,,
,,
5825,5825,5825
5825,5825,5825
,,
215,215,215
215,215,215
,,
788,788,788
,,
,,
,,
,,
,,
,,
54716,54716,57393
6564,6564,6564
11254,11254,11254
9057,9056,9056
11254,11254,11254
9962,9962,9963
11254,11254,11254
23428,23428,23428
6533,6533,6533
206358,206358,206358
,,
6564,6564,6564
51296,121260,51296
,,
,,
11254,11254,11254
,,
92745,92745,92745
11136,11136,11136
11136,11136,11136
113235,113235,113235
6523,6523,6523
6523,6523,6523
11254,11254,11254
9057,9056,9056
6564,6564,6564
6564,6564,6564
6564,6564,6564
6564,6564,6564
6564,6564,6564
92745,92745,92745
51296,121260,51296
9057,9056,9056
9057,9056,9056
2168,2168,2168
11254,11254,11254
,,
,,
11254,11254,11254
6564,6564,6564
6564,6564,6564
,,
9057,9056,9056
,,
11254,11254,11254
11254,11254,11254
9057,9056,9056
,,
,,
9390,9390,9390
,,
2168,2168,2168
11136,11136,11136
11136,11136,11136
,,
11254,11254,11254
9057,9056,9056
2168,2168,2168
,,
6564,6564,6564
54716,54716,57393
79581,79581,79581
,,
11254,11254,11254
,,
6533,6533,6533
206358,206358,206358
,,
11254,11254,11254
,,
11254,11254,11254
11254,11254,11254
,,
11254,11254,11254
,,
,,
19,19,19
,,
,,
,,
,,
8671,8671,8671
,,
6509,6509,6509
,,
64078,64078,64078
,,
,,
,,
,,
6509,6509,6509
,,
,,
,,
64078,64078,64078
,,
,,
,,
,,
,,
,,
,,
4891,4891,4891
30061,30061,30061
,,
,,
6514,6514,6514
6509,6509,6509
,,
,,
,,
64078,64078,64078
64078,64078,64078
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6580,6580,6580
,,
64078,64078,64078
64078,64078,64078
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10864,10864,10864
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
160728,160728,160728
222962,222962,64078
348932,348932,348932
120103,120103,120103
376497,376497,10999
11000,376497,10999
348932,348932,348932
348932,348932,348932
6539,6539,6539
160728,160728,160728
1080,1080,1080
11254,11254,11254
348932,348932,348932
55089,55089,55089
64078,64078,64078
85320,85320,85320
222962,222962,222962
10351,10351,10351
85320,85320,85320
85320,85320,85320
10351,10351,10351
4363,5244,10257
9356,9356,9356
9376,55867,10864
10599,6579,6579
6539,6539,6539
348932,348932,348932
348932,348932,348932
348932,348932,348932
64078,64078,64078
364,360,366
948,2806,948
,,
348932,348932,348932
64078,64078,64078
,,
348932,348932,348932
10351,10351,10351
376497,376497,11001
948,2806,948
55089,55089,55089
348932,348932,348932
160728,160728,160728
948,2806,948
11000,28965,10999
376497,376497,10999
19,19,19
21,21,21
348932,348932,348932
9429,9429,9429
,,
160728,160728,160728
,,
120103,120103,120103
19,19,19
160728,160728,160728
24,24,24
348932,348932,348932
222962,222962,222962
10351,10351,10351
64078,64078,64078
348932,348932,348932
11000,11001,10999
348932,348932,348932
64078,64078,64078
,,
348932,348932,348932
,,
1577,1576,1577
,,
,,
,,
,,
,,
,,
,,
,,
,,
1577,1576,1577
1577,1576,1577
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
7363,54657,7364
,,
1577,1576,1577
,,
,,
54659,54659,54659
1244,5243,1244
1577,1576,1577
5446,5446,5446
1244,5243,1244
,,
11309,11309,11309
54659,54659,54659
1244,5243,1244
1577,1576,1577
1244,5243,1244
,,
11309,11309,11309
,,
,,
,,
,,
1576,1576,1576
,,
11309,11309,11309
1565,1576,1577
,,
,,
5446,5446,5446
,,
3032,3030,3032
51,1962,1962
9429,9429,9429
,,
8529,1576,1576
9429,9429,9429
,,
11309,11309,11309
5446,5446,5446
,,
1565,1576,1577
,,
9429,9429,9429
,,
11309,11309,11309
,,
1571,1571,1571
,,
,,
,,
,,
1577,1576,1577
5446,5446,5446
1244,5243,1244
,,
11309,11309,11309
1577,1576,1577
,,
1244,5243,1244
,,
11309,11309,11309
,,
7363,54657,7364
1577,1576,1577
,,
1576,1576,1576
9429,9429,9429
,,
1576,1576,1576
9429,9429,9429
,,
,,
,,
1565,1576,1565
,,
,,
,,
,,
,,
,,
,,
,,
1565,1558,1565
,,
5446,5446,5446
,,
1565,1576,1577
9429,9429,9429
,,
,,
11309,11309,11309
5446,5446,5446
,,
5446,5446,5446
,,
1565,1576,1577
5446,5446,5446
,,
1565,1576,1577
5446,5446,5446
5243,5243,5243
,,
1565,1576,1577
,,
,,
1559,1559,1559
,,
,,
,,
,,
,,
,,
,,
,,
1559,1558,1559
,,
1576,1576,1576
9429,9429,9429
,,
64078,64078,64078
5243,5243,5243
54578,54578,54578
,,
8714,8714,8714
8714,8714,8714
8714,8714,8714
8714,8714,8714
6817,6817,6817
,,
8714,8714,8714
64078,9153,9153
316,316,7498
10864,10864,10864
1577,1576,1577
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
1577,1576,1577
,,
,,
,,
,,
,,
,,
,,
,,
1577,1576,1577
,,
,,
6566,6566,6566
11309,11309,11309
5446,5446,5446
,,
,,
5243,5243,5243
7364,54576,54576
54659,54659,54659
7364,54576,54576
11309,11309,11309
,,
,,
,,
,,
5243,5243,5243
,,
,,
,,
,,
7364,54659,7364
,,
,,
,,
,,
1576,1576,1576
,,
1576,1576,1576
,,
9429,5243,9429
,,
1576,1576,1576
2990,2990,2990
9429,9429,9429
,,
1558,1558,1558
2990,2990,2990
9429,9429,9429
,,
9429,9429,9429
,,
,,
,,
10599,10599,10599
,,
,,
,,
,,
5243,5243,5243
54659,54659,54658
54659,54659,54658
,,
,,
,,
51,1962,1962
,,
1559,1559,1559
,,
,,
,,
,,
9429,9429,9429
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
11309,11309,11309
54578,54578,54578
,,
,,
,,
,,
,,
,,
,,
,,
5243,5243,5243
,,
1559,1576,1576
,,
54575,54575,54575
,,
5243,5243,5243
1559,1576,1576
,,
1559,1576,1576
,,
,,
,,
1559,1576,1576
,,
,,
54575,54577,7367
,,
,,
,,
,,
5446,5446,5446
5243,5243,5243
1577,1576,1577
1577,1576,1577
1577,1576,1577
1577,1576,1577
1577,1576,1577
5243,5243,5243
,,
,,
,,
5243,5243,5243
8714,8714,8714
8714,8714,8714
,,
1559,1562,1562
,,
1559,1557,1559
9429,9429,9429
,,
,,
,,
,,
,,
10864,10864,10864
,,
,,
,,
9429,9429,9429
54578,54659,7364
,,
,,
1559,1558,1559
9429,9429,9429
1576,1576,1576
5446,5446,5446
,,
11309,11309,11309
9429,9429,9429
,,
9429,9429,9429
,,
,,
11309,11309,11309
,,
9429,9429,9429
,,
,,
9429,9429,9429
5446,5446,5446
,,
,,
11309,11309,11309
,,
,,
5243,5243,5243
2990,2990,2990
,,
5243,5243,5243
,,
54659,54659,54658
5446,5446,5446
,,
,,
10599,10599,10599
,,
,,
10257,8714,10257
,,
5243,5243,5243
,,
,,
,,
,,
,,
,,
,,
1559,1559,1559
,,
,,
,,
1559,1559,1559
,,
,,
9356,9356,9356
,,
1576,1576,1576
9429,9429,9429
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
788,788,788
1376,1376,1376
788,788,788
1376,1376,1376
788,788,788
1376,1376,1376
10606,10606,10606
3032,3030,3032
51,51,51
10455,3030,10455
10455,3030,10455
10455,3030,10455
51,51,51
10455,3030,10455
51,51,51
3032,3030,3032
3032,3030,3032
51,51,51
10455,3030,10455
10455,3030,10455
3032,3030,3032
10455,3030,10455
10455,3030,10455
3295,6342,3295
10455,3030,10455
3295,6342,3295
3032,3030,3032
3032,3030,3032
51,51,51
3032,3030,3032
3032,3030,3032
3032,3030,3032
3032,3030,3032
3032,3030,3032
51,51,51
3032,3030,3032
51,51,51
3032,3030,3032
3032,3030,3032
51,51,51
3032,3030,3032
3032,3030,3032
3032,3030,3032
3032,3030,3032
3032,3030,3032
3032,3030,3032
10455,3030,10455
51,51,51
3032,3030,3032
10455,3030,10455
51,51,51
3032,3030,3032
3032,3030,3032
3032,3030,3032
3032,3030,3032
3032,3030,3032
3032,3030,3032
3032,3030,3032
51,51,51
3032,3030,3032
10455,3030,10455
3295,6342,3295
3032,3030,3032
51,51,51
10455,3030,10455
3295,6342,3295
51,51,51
3032,3030,3032
51,51,51
3032,3030,3032
3032,3030,3032
51,51,51
51,51,51
51,51,51
10455,3030,10455
51,51,51
51,51,51
34,3030,34
34,3030,34
34,3030,34
10455,3030,10455
34,3030,34
34,3030,34
34,3030,34
3032,3030,3032
8310,8310,26063
8310,8310,26063
8310,8310,26063
